unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
"6302812,HP385905,2008-06-10 01:50:00.000000 UTC,003XX E 76TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,623,6,6,69,14,1179583.0,1854687.0,2008,2018-02-10 15:50:01.000000 UTC,41.756540452,-87.617427096,""(41.756540452, -87.617427096)"""
"9686003,HX336378,2014-06-18 00:01:00.000000 UTC,003XX W 53RD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,935,9,3,37,11,1175000.0,1869816.0,2014,2018-02-10 15:50:01.000000 UTC,41.798159523,-87.633771785,""(41.798159523, -87.633771785)"""
"2813646,HJ440701,2003-06-19 22:28:00.000000 UTC,015XX S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1022,10,24,29,18,1155282.0,1892123.0,2003,2018-02-28 15:56:25.000000 UTC,41.859790316,-87.705483816,""(41.859790316, -87.705483816)"""
"4580333,HM169235,2006-02-08 02:00:00.000000 UTC,010XX W HOLLYWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2022,20,48,77,14,1168104.0,1938032.0,2006,2018-02-28 15:56:25.000000 UTC,41.985500167,-87.657089031,""(41.985500167, -87.657089031)"""
"8670672,HV345595,2012-06-17 12:00:00.000000 UTC,013XX S KOLIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1011,10,24,29,07,1147599.0,1893368.0,2012,2016-02-04 06:33:39.000000 UTC,41.863357462,-87.73365426,""(41.863357462, -87.73365426)"""
"9798100,HX447423,2014-09-27 04:00:00.000000 UTC,001XX W 108TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,513,5,34,49,14,1177434.0,1833343.0,2014,2018-02-10 15:50:01.000000 UTC,41.69801856,-87.625945533,""(41.69801856, -87.625945533)"""
"8153920,HT386832,2011-07-05 09:00:00.000000 UTC,051XX W FLETCHER ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,2521,25,30,19,11,1141535.0,1920457.0,2011,2018-02-10 15:50:01.000000 UTC,41.937806902,-87.755244924,""(41.937806902, -87.755244924)"""
"11335967,JB291325,2018-06-03 12:30:00.000000 UTC,006XX W DIVERSEY PKWY,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,1935,19,43,7,06,1171406.0,1918849.0,2018,2018-06-10 15:50:33.000000 UTC,41.932789263,-87.645510903,""(41.932789263, -87.645510903)"""
"1866873,G696402,2001-11-19 15:47:16.000000 UTC,013XX N HUDSON AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,true,false,1821,18,,,18,1173105.0,1909577.0,2001,2015-08-17 15:03:40.000000 UTC,41.907308905,-87.639542963,""(41.907308905, -87.639542963)"""
"3285456,HK314065,2004-04-06 08:00:00.000000 UTC,091XX S EUCLID AVE,0560,ASSAULT,SIMPLE,""SCHOOL, PUBLIC, GROUNDS"",false,false,413,4,8,48,08A,1190771.0,1844852.0,2004,2018-02-28 15:56:25.000000 UTC,41.72928951,-87.576742709,""(41.72928951, -87.576742709)"""
"12271035,JE114577,2021-01-15 19:00:00.000000 UTC,074XX S RHODES AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,323,3,6,69,08A,1181194.0,1855796.0,2021,2021-01-22 15:41:01.000000 UTC,41.759546726,-87.61148904,""(41.759546726, -87.61148904)"""
"10206294,HY393262,2015-08-22 17:00:00.000000 UTC,028XX E 95TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,false,false,431,4,10,51,14,1196834.0,1842513.0,2015,2018-02-10 15:50:01.000000 UTC,41.722722706,-87.554610341,""(41.722722706, -87.554610341)"""
"3369564,HK405001,2004-06-02 21:15:05.000000 UTC,005XX E 36TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,212,2,4,35,26,1180566.0,1880990.0,2004,2018-02-28 15:56:25.000000 UTC,41.828695766,-87.613016949,""(41.828695766, -87.613016949)"""
"11922503,JC547977,2019-12-15 13:31:00.000000 UTC,028XX W 19TH ST,1330,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING/GROUNDS,true,false,1022,10,12,30,26,1157372.0,1890584.0,2019,2019-12-22 15:41:13.000000 UTC,41.855524939,-87.6978538,""(41.855524939, -87.6978538)"""
"8509159,HV186458,2012-03-07 04:20:00.000000 UTC,124XX S UNION AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,523,5,34,53,06,1173908.0,1822406.0,2012,2018-02-10 15:50:01.000000 UTC,41.668084444,-87.639178528,""(41.668084444, -87.639178528)"""
"3378462,HK426864,2004-06-12 19:55:00.000000 UTC,071XX S EAST END AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,false,false,324,3,8,43,04B,1188769.0,1857990.0,2004,2018-02-28 15:56:25.000000 UTC,41.765389475,-87.583657122,""(41.765389475, -87.583657122)"""
"11060221,JA397960,2017-08-03 18:00:00.000000 UTC,035XX W CORTLAND ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1422,14,26,22,06,1152731.0,1912404.0,2017,2018-02-10 15:50:01.000000 UTC,41.915494255,-87.714310832,""(41.915494255, -87.714310832)"""
"7296219,HR713053,2009-12-31 12:20:00.000000 UTC,035XX W SHAKESPEARE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,1413,14,26,22,26,1152335.0,1914059.0,2009,2018-02-28 15:56:25.000000 UTC,41.920043554,-87.715721921,""(41.920043554, -87.715721921)"""
"12132378,JD328544,2020-08-11 14:15:00.000000 UTC,029XX N KOLMAR AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2521,25,31,20,14,1145548.0,1919059.0,2020,2020-08-18 15:42:06.000000 UTC,41.933895457,-87.740531745,""(41.933895457, -87.740531745)"""
"3797095,HL161257,2005-02-04 02:00:00.000000 UTC,074XX S MERRILL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,333,3,5,43,08B,1191843.0,1855973.0,2005,2018-02-28 15:56:25.000000 UTC,41.759780594,-87.572455541,""(41.759780594, -87.572455541)"""
"1705168,G488525,2001-08-16 19:35:00.000000 UTC,066XX N CLARK ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2432,24,,,18,1163856.0,1944452.0,2001,2015-08-17 15:03:40.000000 UTC,42.003207801,-87.672530627,""(42.003207801, -87.672530627)"""
"3677707,HK778619,2004-11-29 08:35:34.000000 UTC,004XX S GREEN ST,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,false,false,1213,12,2,28,06,1170794.0,1898330.0,2004,2018-02-28 15:56:25.000000 UTC,41.8764974,-87.648362037,""(41.8764974, -87.648362037)"""
"6532444,HP605791,2008-10-02 19:00:00.000000 UTC,005XX W 119TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,524,5,34,53,14,1174658.0,1825980.0,2008,2018-02-28 15:56:25.000000 UTC,41.677875467,-87.636327897,""(41.677875467, -87.636327897)"""
"3238269,HK260122,2004-03-24 16:00:00.000000 UTC,007XX W SHERIDAN RD,0560,ASSAULT,SIMPLE,STREET,false,true,2323,19,46,6,08A,1170564.0,1926142.0,2004,2018-02-28 15:56:25.000000 UTC,41.952820036,-87.648390992,""(41.952820036, -87.648390992)"""
"13126164,JG324044,2023-07-01 10:00:00.000000 UTC,019XX W HURON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1221,12,36,24,07,1163431.0,1904696.0,2023,2023-08-19 15:40:26.000000 UTC,41.894124291,-87.67521724,""(41.894124291, -87.67521724)"""
"2759883,HJ367620,2003-05-16 17:05:00.000000 UTC,070XX S EGGLESTON AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,732,7,6,68,26,1174494.0,1858346.0,2003,2018-02-28 15:56:25.000000 UTC,41.766695879,-87.635968504,""(41.766695879, -87.635968504)"""
"7104669,HR512922,2009-08-31 15:10:00.000000 UTC,001XX S CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,112,1,42,32,06,1175558.0,1899605.0,2009,2018-02-28 15:56:25.000000 UTC,41.879890416,-87.630832031,""(41.879890416, -87.630832031)"""
"9346504,HW489993,2013-10-12 10:15:00.000000 UTC,050XX W SUPERIOR ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1531,15,28,25,18,1142721.0,1904504.0,2013,2018-02-10 15:50:01.000000 UTC,41.894008139,-87.751284,""(41.894008139, -87.751284)"""
"11276065,JB211471,2018-04-04 16:15:00.000000 UTC,019XX N HUMBOLDT BLVD,0560,ASSAULT,SIMPLE,STREET,false,false,1421,14,35,22,08A,1156067.0,1912641.0,2018,2018-05-04 15:51:04.000000 UTC,41.916077875,-87.702048208,""(41.916077875, -87.702048208)"""
"11279072,JB215816,2018-04-06 12:00:00.000000 UTC,002XX N LOWER STETSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,114,1,42,32,14,1177858.0,1901934.0,2018,2018-05-04 15:51:04.000000 UTC,41.886229343,-87.622315982,""(41.886229343, -87.622315982)"""
"9234341,HW380922,2013-07-26 21:30:00.000000 UTC,008XX S WELLS ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,123,1,2,32,06,1174838.0,1896647.0,2013,2018-02-10 15:50:01.000000 UTC,41.87178962,-87.633564301,""(41.87178962, -87.633564301)"""
"12878710,JF457794,2022-11-01 00:01:00.000000 UTC,012XX W 59TH ST,0810,THEFT,OVER $500,STREET,false,false,713,7,16,67,06,1168902.0,1865651.0,2022,2023-01-03 15:40:27.000000 UTC,41.786864286,-87.656254513,""(41.786864286, -87.656254513)"""
"2308112,HH593684,2002-08-20 17:40:00.000000 UTC,070XX S EAST END AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,332,3,5,43,26,1188996.0,1858560.0,2002,2018-02-28 15:56:25.000000 UTC,41.766948171,-87.582806879,""(41.766948171, -87.582806879)"""
"13123142,JG320224,2023-06-28 21:45:00.000000 UTC,068XX S JEFFERY BLVD,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,false,true,332,3,5,43,04A,1190726.0,1859938.0,2023,2023-08-19 15:40:26.000000 UTC,41.770687913,-87.576421392,""(41.770687913, -87.576421392)"""
"5789291,HN598540,2006-02-13 12:00:00.000000 UTC,056XX N NEVA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1612,16,41,10,06,1127805.0,1937037.0,2006,2018-02-28 15:56:25.000000 UTC,41.98354723,-87.805330798,""(41.98354723, -87.805330798)"""
"4872446,HM486537,2006-07-18 19:00:00.000000 UTC,049XX S KEELER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,815,8,23,57,05,1149196.0,1871556.0,2006,2018-02-28 15:56:25.000000 UTC,41.803471633,-87.728355656,""(41.803471633, -87.728355656)"""
"9956496,HY145146,2015-02-09 07:39:00.000000 UTC,021XX W 21ST ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1234,12,25,31,06,1162456.0,1890053.0,2015,2018-02-10 15:50:01.000000 UTC,41.853963055,-87.679207947,""(41.853963055, -87.679207947)"""
"6459157,HP538382,2008-08-27 14:00:00.000000 UTC,050XX W ADAMS ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1533,15,28,25,06,1142947.0,1898864.0,2008,2018-02-28 15:56:25.000000 UTC,41.878527089,-87.750594629,""(41.878527089, -87.750594629)"""
"9940898,HY129663,2015-01-05 15:30:00.000000 UTC,063XX S CAMPBELL AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,825,8,15,66,06,1160795.0,1862517.0,2015,2018-02-10 15:50:01.000000 UTC,41.778435506,-87.686065751,""(41.778435506, -87.686065751)"""
"6768954,HR180754,2009-02-20 19:40:00.000000 UTC,038XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1122,11,28,26,18,1150731.0,1899736.0,2009,2018-02-28 15:56:25.000000 UTC,41.880771366,-87.721990345,""(41.880771366, -87.721990345)"""
"6076541,HP176309,2008-02-15 04:10:00.000000 UTC,030XX E 100TH ST,0610,BURGLARY,FORCIBLE ENTRY,TAVERN/LIQUOR STORE,false,false,431,4,10,51,05,1197954.0,1839122.0,2008,2018-02-28 15:56:25.000000 UTC,41.713389632,-87.550620923,""(41.713389632, -87.550620923)"""
"5265544,HM689696,2006-10-29 20:00:00.000000 UTC,032XX N CICERO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1634,16,30,15,18,1143807.0,1921069.0,2006,2018-02-10 15:50:01.000000 UTC,41.939443942,-87.746879403,""(41.939443942, -87.746879403)"""
"3543919,HK627174,2004-09-15 06:00:00.000000 UTC,050XX N KENNISON AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1712,17,39,14,06,1145207.0,1933114.0,2004,2018-02-10 15:50:01.000000 UTC,41.972470022,-87.741428183,""(41.972470022, -87.741428183)"""
"2768344,HJ411936,2003-06-06 20:17:56.000000 UTC,043XX S LANGLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT/LAND,false,false,222,2,4,38,14,1181653.0,1876394.0,2003,2018-02-28 15:56:25.000000 UTC,41.816058923,-87.609170991,""(41.816058923, -87.609170991)"""
"3957977,HL324315,2005-04-28 23:50:21.000000 UTC,002XX E 83RD ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,631,6,6,44,05,1179197.0,1850020.0,2005,2018-02-28 15:56:25.000000 UTC,41.743742476,-87.618983704,""(41.743742476, -87.618983704)"""
"12439157,JE320896,2021-07-31 10:45:00.000000 UTC,011XX N HOWE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1822,18,27,8,14,1171782.0,1907958.0,2021,2021-08-07 15:40:24.000000 UTC,41.902895541,-87.644450644,""(41.902895541, -87.644450644)"""
"11370505,JB336715,2018-07-03 19:53:00.000000 UTC,0000X E GARFIELD BLVD,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,225,2,3,40,06,1177876.0,1868571.0,2018,2018-07-10 16:03:21.000000 UTC,41.794678414,-87.623262756,""(41.794678414, -87.623262756)"""
"3878739,HL233673,2005-03-14 11:30:00.000000 UTC,031XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1331,12,28,27,18,1155554.0,1899852.0,2005,2018-02-28 15:56:25.000000 UTC,41.88099404,-87.704277465,""(41.88099404, -87.704277465)"""
"10130380,HY319071,2015-06-28 07:40:00.000000 UTC,014XX S CANAL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GOVERNMENT BUILDING/PROPERTY,false,false,124,1,2,28,14,1173362.0,1893147.0,2015,2018-02-10 15:50:01.000000 UTC,41.862218265,-87.639087164,""(41.862218265, -87.639087164)"""
"3528060,HK592982,2004-08-31 09:58:55.000000 UTC,090XX S COMMERCIAL AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,424,4,10,46,05,1197717.0,1845503.0,2004,2018-02-28 15:56:25.000000 UTC,41.73090555,-87.551276585,""(41.73090555, -87.551276585)"""
"10133480,HY322080,2015-06-30 12:30:00.000000 UTC,014XX N SPRINGFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2535,25,30,23,07,1150114.0,1909359.0,2015,2018-02-10 15:50:01.000000 UTC,41.907189914,-87.724004997,""(41.907189914, -87.724004997)"""
"3327375,HK359870,2004-05-07 16:45:00.000000 UTC,001XX W LAKE ST,0460,BATTERY,SIMPLE,CTA GARAGE / OTHER PROPERTY,false,false,113,1,42,32,08B,1175401.0,1901736.0,2004,2018-02-28 15:56:25.000000 UTC,41.885741529,-87.631344503,""(41.885741529, -87.631344503)"""
"13491754,JH301757,2024-06-11 03:00:00.000000 UTC,019XX W 51ST ST,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,932,9,16,61,03,1164092.0,1870853.0,2024,2024-12-21 15:40:46.000000 UTC,41.801241813,-87.673744256,""(41.801241813, -87.673744256)"""
"6927756,HR330701,2009-05-20 03:05:00.000000 UTC,044XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1723,17,33,14,08B,1150925.0,1929119.0,2009,2018-02-28 15:56:25.000000 UTC,41.961397141,-87.72050696,""(41.961397141, -87.72050696)"""
"3854945,HL227439,2005-03-11 00:15:00.000000 UTC,009XX N PULASKI RD,0460,BATTERY,SIMPLE,STREET,false,false,1112,11,27,23,08B,1149554.0,1905881.0,2005,2018-02-28 15:56:25.000000 UTC,41.89765683,-87.726152565,""(41.89765683, -87.726152565)"""
"13670006,JH515597,2024-11-20 22:20:00.000000 UTC,015XX N AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2535,25,26,23,08B,1150424.0,1910004.0,2024,2024-12-21 15:40:46.000000 UTC,41.908953808,-87.722849361,""(41.908953808, -87.722849361)"""
"10266530,HY453834,2015-10-08 08:05:00.000000 UTC,041XX S CALIFORNIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,""SCHOOL, PUBLIC, BUILDING"",true,false,921,9,14,58,18,1158379.0,1877130.0,2015,2018-02-10 15:50:01.000000 UTC,41.818585099,-87.694524884,""(41.818585099, -87.694524884)"""
"10248694,HY436198,2015-09-23 15:30:00.000000 UTC,056XX W WINDSOR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1622,16,38,15,08B,1137937.0,1929710.0,2015,2018-02-10 15:50:01.000000 UTC,41.963263861,-87.768244238,""(41.963263861, -87.768244238)"""
"2367211,HH670526,2002-09-24 15:00:00.000000 UTC,075XX S KINGSTON AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,421,4,7,43,05,1194504.0,1855444.0,2002,2018-02-28 15:56:25.000000 UTC,41.758263978,-87.562720554,""(41.758263978, -87.562720554)"""
"13122500,JG319550,2023-06-23 16:34:00.000000 UTC,030XX W 19TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,1022,10,24,30,08A,1156294.0,1890555.0,2023,2023-08-19 15:40:26.000000 UTC,41.855467185,-87.701811368,""(41.855467185, -87.701811368)"""
"6056039,HP157187,2008-02-03 11:05:00.000000 UTC,028XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1331,12,2,27,18,1157619.0,1899895.0,2008,2018-02-28 15:56:25.000000 UTC,41.881070251,-87.69669373,""(41.881070251, -87.69669373)"""
"5947135,HN744245,2007-12-05 20:32:07.000000 UTC,010XX W NORTH SHORE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,true,false,2432,24,49,1,26,1167865.0,1944674.0,2007,2018-02-28 15:56:25.000000 UTC,42.003731121,-87.657775333,""(42.003731121, -87.657775333)"""
"6291003,HP380028,2008-06-06 22:58:50.000000 UTC,037XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,211,2,3,35,14,1178212.0,1880376.0,2008,2018-02-28 15:56:25.000000 UTC,41.827064738,-87.621672184,""(41.827064738, -87.621672184)"""
"12820018,JF385958,2022-09-06 18:00:00.000000 UTC,052XX S PULASKI RD,0870,THEFT,POCKET-PICKING,RESTAURANT,false,false,822,8,23,62,06,1150598.0,1869281.0,2022,2023-01-03 15:40:27.000000 UTC,41.797201502,-87.723272993,""(41.797201502, -87.723272993)"""
"9058284,HW202711,2013-02-15 00:01:00.000000 UTC,074XX S CICERO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,FACTORY/MANUFACTURING BUILDING,false,false,833,8,13,65,26,1145679.0,1855116.0,2013,2018-02-10 15:50:01.000000 UTC,41.75842474,-87.741669261,""(41.75842474, -87.741669261)"""
"6341696,HP416360,2008-06-25 22:33:16.000000 UTC,046XX W MONROE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,true,false,1113,11,28,25,15,1145444.0,1899160.0,2008,2018-02-28 15:56:25.000000 UTC,41.879292459,-87.741418566,""(41.879292459, -87.741418566)"""
"10264383,HY452043,2015-10-06 17:36:00.000000 UTC,071XX S INGLESIDE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,324,3,5,69,05,1183795.0,1857937.0,2015,2018-02-10 15:50:01.000000 UTC,41.765361553,-87.601889808,""(41.765361553, -87.601889808)"""
"13654946,JH497610,2024-11-06 09:00:00.000000 UTC,037XX N KENNETH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,1731,17,30,16,14,1145770.0,1924605.0,2024,2024-12-21 15:40:46.000000 UTC,41.949109958,-87.739574719,""(41.949109958, -87.739574719)"""
"12581660,JE494282,2021-12-31 19:23:00.000000 UTC,012XX W HASTINGS ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CHA PARKING LOT / GROUNDS,true,false,1233,12,25,28,18,1168373.0,1893868.0,2021,2022-01-07 15:44:31.000000 UTC,41.864305994,-87.657380121,""(41.864305994, -87.657380121)"""
"7965525,HT197754,2011-03-11 03:00:00.000000 UTC,069XX S INDIANA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,322,3,6,69,26,1178797.0,1858895.0,2011,2018-02-10 15:50:01.000000 UTC,41.768105576,-87.620179762,""(41.768105576, -87.620179762)"""
"7782455,HS590752,2010-10-30 14:40:00.000000 UTC,025XX E 84TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,423,4,7,46,05,1194380.0,1849764.0,2010,2016-02-04 06:33:39.000000 UTC,41.742680653,-87.56336128,""(41.742680653, -87.56336128)"""
"13168573,JG373869,2023-08-07 18:00:00.000000 UTC,064XX S STONY ISLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,314,3,5,42,14,1187984.0,1862596.0,2023,2023-08-19 15:40:26.000000 UTC,41.778047465,-87.586387726,""(41.778047465, -87.586387726)"""
"5866949,HN674918,2007-10-28 13:20:25.000000 UTC,077XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,421,4,7,43,14,1197191.0,1854824.0,2007,2018-02-10 15:50:01.000000 UTC,41.756496183,-87.55289378,""(41.756496183, -87.55289378)"""
"8118160,HT352588,2011-06-17 19:20:00.000000 UTC,032XX W LELAND AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),true,false,1713,17,33,14,26,1153973.0,1931045.0,2011,2018-02-10 15:50:01.000000 UTC,41.966621841,-87.709249213,""(41.966621841, -87.709249213)"""
"8292165,HT526443,2011-10-03 20:30:00.000000 UTC,014XX S SAWYER AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,1022,10,24,29,08B,1154929.0,1892885.0,2011,2018-02-10 15:50:01.000000 UTC,41.861888405,-87.706759172,""(41.861888405, -87.706759172)"""
"3954741,HL323229,2005-04-28 09:00:00.000000 UTC,058XX S MARYLAND AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,2133,2,5,41,06,1182884.0,1866570.0,2005,2018-02-28 15:56:25.000000 UTC,41.789072518,-87.60496086,""(41.789072518, -87.60496086)"""
"7845989,HS638291,2010-11-29 18:00:00.000000 UTC,023XX E 70TH ST,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,RESIDENCE PORCH/HALLWAY,false,false,331,3,5,43,08B,1193221.0,1859006.0,2010,2016-02-04 06:33:39.000000 UTC,41.768069819,-87.567306284,""(41.768069819, -87.567306284)"""
"4515552,HM101159,2006-01-01 15:53:47.000000 UTC,050XX W MAYPOLE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1532,15,28,25,05,1142794.0,1900994.0,2006,2018-02-28 15:56:25.000000 UTC,41.884374921,-87.751103361,""(41.884374921, -87.751103361)"""
"9644901,HX295966,2014-06-08 17:00:00.000000 UTC,063XX S RACINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,724,7,16,67,07,1169408.0,1862724.0,2014,2018-02-10 15:50:01.000000 UTC,41.778821299,-87.654483974,""(41.778821299, -87.654483974)"""
"9109810,HW253125,2013-04-29 17:00:00.000000 UTC,018XX N AUSTIN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,2531,25,29,25,08A,1136119.0,1911556.0,2013,2018-02-10 15:50:01.000000 UTC,41.913480042,-87.775362939,""(41.913480042, -87.775362939)"""
"2713436,HJ341613,2003-05-04 17:20:00.000000 UTC,032XX S WOOD ST,0460,BATTERY,SIMPLE,STREET,false,false,922,9,11,59,08B,1164884.0,1882992.0,2003,2018-02-28 15:56:25.000000 UTC,41.834535871,-87.67049629,""(41.834535871, -87.67049629)"""
"2658403,HJ272102,2003-03-31 19:07:50.000000 UTC,075XX N WESTERN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DRUG STORE,true,false,2411,24,50,2,11,1159016.0,1949895.0,2003,2018-02-28 15:56:25.000000 UTC,42.018244679,-87.690186314,""(42.018244679, -87.690186314)"""
"4307767,HL608642,2005-09-12 23:40:00.000000 UTC,050XX W FULLERTON AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,false,false,2522,25,31,19,03,1142454.0,1915492.0,2005,2018-02-28 15:56:25.000000 UTC,41.924165391,-87.751991106,""(41.924165391, -87.751991106)"""
"2890232,HJ560963,2003-08-14 03:16:03.000000 UTC,016XX N CLYBOURN AVE,0890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,true,false,1813,18,32,7,06,1170237.0,1911003.0,2003,2018-02-28 15:56:25.000000 UTC,41.9112851,-87.650036581,""(41.9112851, -87.650036581)"""
"2851410,HJ509203,2003-07-20 23:00:00.000000 UTC,087XX S MUSKEGON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,423,4,10,46,06,1196530.0,1847484.0,2003,2018-02-28 15:56:25.000000 UTC,41.736371091,-87.555559306,""(41.736371091, -87.555559306)"""
